meal_type,ingredients_text,g_protein,g_carb,g_vegetable,g_fat
dinner,"MEALTYPE_dinner | protein: fish, salmon, smoked | carb: potato, baked, peel not eaten, with chili | vegetable: cauliflower, pickled",140.95697651230233,88.54110922034806,186.4058868999748,15.53000337519309
desserts,"MEALTYPE_desserts | carb: pasta, whole grain, with cream sauce, home recipe | fat: oil, soybean, salad or cooking",0.0,220.00079075753737,34.04526507288824,8.86950124025584
dinner,"MEALTYPE_dinner | protein: fish, salmon, pink, cooked, dry heat | carb: pasta with cream sauce, ready-to-heat | vegetable: organic kale",188.54791820913272,146.60198811251075,88.86574158696692,11.230597938434002
desserts,"MEALTYPE_desserts | protein: turkey, ground, 93% lean, 7% fat, raw | carb: pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe; rice, white, short-grain, enriched, cooked | fat: beef shortening, beef",3.96452566319502,214.97199225564043,36.106125757104685,27.591413611731852
desserts,"MEALTYPE_desserts | carb: pasta with cream sauce and seafood, home recipe | fat: achiotina pasta de achiote lard colored with annatto",0.0,204.63941673250065,5.382088336525883,18.721360718952745
snacks,"MEALTYPE_snacks | carb: pasta with cream sauce, meat, and added vegetables, ready-to-heat | vegetable: cucumbers",64.65805464903181,83.95632712371102,21.317065400067683,5.3976841095395685
dinner,"MEALTYPE_dinner | protein: beef, ground, 75% lean meat / 25% fat, raw | carb: wild rice, cooked | vegetable: mushroom",164.10141721381535,138.6227919721996,138.94920159425817,11.312497116177006
breakfast,"MEALTYPE_breakfast | protein: pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw | carb: yellow rice, cooked, ns as to fat",161.63480195381777,117.70925139600942,26.268896400375105,0.0
dinner,"MEALTYPE_dinner | protein: beef, new zealand, imported, striploin, separable lean only, raw | carb: pasta with cream sauce and added vegetables, ready-to-heat | vegetable: mushrooms, shiitake, raw; onions, cooked, fat added | fat: goya refined lard, 40 oz",195.9501155121145,126.10489826919388,212.28076921585233,8.833664303760056
dinner,"MEALTYPE_dinner | protein: beef, new zealand, imported, eye round, separable lean and fat, raw | carb: babyfood, vegetables, sweet potatoes, junior | vegetable: asparagus, canned, drained solids; cucumber collagen infused water, cucumber | fat: shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",131.41148978759216,196.11450052342832,95.20877938823364,19.103157517808764
snacks,"MEALTYPE_snacks | carb: pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe; wild rice, cooked | fat: ghee, clarified butter",101.56033550847773,114.60270628173303,20.270668307134976,9.900758953583091
snacks,"MEALTYPE_snacks | vegetable: gravy, mushroom, canned",80.84555503251977,77.24305140338497,37.27881223849819,9.226317755131227
breakfast,"MEALTYPE_breakfast | protein: pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised | carb: pasta with cream sauce and meat, home recipe | vegetable: pickles, cucumber, sour | fat: fish oil, menhaden",81.97335885011228,74.05242790801326,7.016720952861473,14.89977977104163
dinner,"MEALTYPE_dinner | protein: beef, ground, 93% lean meat / 7% fat, raw | carb: sweet potato, canned, mashed | vegetable: asparagus, canned, drained solids; roasted bell peppers",160.0365309993886,223.7386475778457,217.2557864727174,9.787489172742461
snacks,"MEALTYPE_snacks | protein: turkey, breast, from whole bird, meat only, with added solution, raw | carb: rice, brown, long-grain, cooked (includes foods for usda's food distribution program)",43.30050352879725,113.61274633757441,35.03232297590026,7.833198227774099
breakfast,"MEALTYPE_breakfast | protein: pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised | carb: rice, white, long-grain, regular, unenriched, cooked without salt | vegetable: asparagus, fresh, cooked, fat added, ns as to fat type",117.93695641245404,105.16313681769915,78.93052359394576,0.0
desserts,"MEALTYPE_desserts | carb: sweet potato, canned, fat added | fat: creamy liquid shortening",0.0,216.08538867052522,25.4829553596483,10.438433566702251
desserts,"MEALTYPE_desserts | protein: pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw | carb: sweet potato, baked, ns as to fat | fat: oil, corn and canola",18.17271847366986,212.0639217914114,11.814361013763595,17.17096163597102
lunch,"MEALTYPE_lunch | protein: beef, steak, sirloin, lean only eaten | carb: rice, white, cooked, as ingredient | vegetable: soup, cream of onion, canned, condensed | fat: agreena shortening",111.05884109961104,219.58485209726024,220.67200388923925,8.690809692232506
snacks,"MEALTYPE_snacks | protein: pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw | fat: margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",89.91162624958832,85.0125015558797,7.23525815873062,12.970333988966253
desserts,"MEALTYPE_desserts | carb: rice, wild, 100%, cooked, fat added | fat: fish oil, menhaden",0.0,204.28287051075498,7.928169088515915,26.212764542617705
lunch,"MEALTYPE_lunch | protein: beef, grass-fed, ground, raw | carb: pasta with cream sauce and seafood, ready-to-heat | vegetable: celery, cooked",105.16579170143989,164.8295248706819,208.23708973750644,8.10118666815605
lunch,"MEALTYPE_lunch | protein: pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted | carb: rice, wild, 100%, cooked, fat added | vegetable: mushrooms, shiitake, cooked, with salt | fat: margarine, nfs",177.21083991043804,177.7369097570092,214.0768349848613,5.521966894111864
desserts,"MEALTYPE_desserts | carb: rice, brown, cooked, no added fat | fat: flaxseed oil",0.0,199.23010053261513,25.200473783055948,25.0226219952387
breakfast,"MEALTYPE_breakfast | protein: beef, steak, strip, lean only eaten | carb: rice, cooked, nfs | vegetable: cauliflower, green, cooked, no salt added | fat: canola oil",168.0204784898682,133.38523271724836,4.360025199303648,11.358475156500862
lunch,"MEALTYPE_lunch | protein: chicken breast, fat-free, mesquite flavor, sliced | carb: sweet potato, cooked, baked in skin, flesh, with salt | vegetable: broccoli, chinese, cooked",170.9578285100621,104.23789849915045,94.6753609318717,7.385931975444146
desserts,"MEALTYPE_desserts | carb: pasta with cream sauce, poultry, and added vegetables, ready-to-heat | fat: pre-creamed shortening",0.0,181.8253347372443,22.896525998345496,10.902605093300995
dinner,"MEALTYPE_dinner | protein: fish, salmon, king, chinook, smoked and canned (alaska native) | carb: pasta, whole grain, with cream sauce, ready-to-heat | vegetable: carrots, canned, regular pack, solids and liquids; sliced bell peppers | fat: shortening, industrial, soy (partially hydrogenated ) for baking and confections",197.90797862943708,230.49510555128296,106.71901818561044,13.116938338257189
snacks,"MEALTYPE_snacks | carb: cooked quinoa; rice noodles, cooked | vegetable: spinach, raw | fat: fish oil, cod liver",57.423414338474814,62.790321368135,48.87900376293026,10.34629117418263
desserts,"MEALTYPE_desserts | carb: rice, white, long-grain, regular, cooked, unenriched, with salt | fat: butter, tub",0.0,174.12899974544132,12.681636452689515,8.721196685547273
lunch,"MEALTYPE_lunch | protein: beef, ground, patty | carb: cooked quinoa | vegetable: mustard spinach, (tendergreen), raw",157.24579331221156,159.20806606046892,192.32034897765942,13.42333026861573
dinner,"MEALTYPE_dinner | protein: beef, ground, with egg and onion | carb: sweet potato, cooked, baked in skin, flesh, with salt | vegetable: carrots, baby, raw | fat: vegetable oil",171.7701834215868,180.16199695056912,144.9183202010458,13.178349424494616
dinner,"MEALTYPE_dinner | protein: pork, fresh, loin, country-style ribs, separable lean only, raw | carb: sweet potato, canned, vacuum pack | vegetable: broccoli, fresh, cooked, fat added, ns as to fat type; verday, chlorophyll water, cucumber, cucumber | fat: refined lard cube",182.4330137688683,207.97926572221382,136.60112451395622,17.72335307283096
lunch,"MEALTYPE_lunch | protein: beef, ground, 95% lean meat / 5% fat, raw | carb: rice, white, glutinous, unenriched, cooked | vegetable: cabbage, red, cooked",184.19932110394632,87.7795083669629,124.89782978138494,9.343690526520096
dinner,"MEALTYPE_dinner | protein: fish, salmon, chum, raw (alaska native) | carb: sweet potato, canned, ns as to fat | vegetable: cauliflower, cooked, as ingredient | fat: all vegetable shortening, butter",219.26081094248235,217.04768377192931,147.00708317447868,8.150580586848887
breakfast,"MEALTYPE_breakfast | protein: fish, salmon, red, (sockeye), kippered (alaska native) | carb: potato, baked, peel not eaten, with sour cream | vegetable: broccoli, cauliflower and carrots, cooked, fat added | fat: refined lard cube",147.21048913545854,97.31538119049195,55.0132039332874,15.927431561338194
desserts,"MEALTYPE_desserts | carb: sweet potato fries, from fresh | fat: natural shortening",0.0,81.7164231961082,8.362306344089658,18.501766059345222
lunch,"MEALTYPE_lunch | protein: beef, chuck for stew, separable lean and fat, select, raw | carb: wild rice, cooked | vegetable: babyfood, vegetables, spinach, creamed, strained; roasted bell peppers | fat: margarine, margarine-like vegetable oil spread, 67-70% fat, tub",155.59694280284484,197.46976232343988,238.4514662922036,6.840746551394071
dinner,"MEALTYPE_dinner | protein: beef, steak, strip, lean only eaten | carb: pasta with cream sauce, poultry, and added vegetables, home recipe | vegetable: peas and carrots, canned, no salt added, solids and liquids",210.63962073536933,149.4046443716149,164.4788481542722,8.109421633385363
lunch,"MEALTYPE_lunch | protein: fish, salmon, pink, cooked, dry heat | carb: rice, wild, 100%, cooked, fat added | vegetable: broccoli, cooked, as ingredient; soup, cream of asparagus, canned, condensed",129.20593303145284,148.62765593622208,173.83122768236734,11.412769686058667
breakfast,"MEALTYPE_breakfast | protein: chicken breast, ns as to cooking method, skin not eaten | carb: rice, brown and wild, cooked, fat added",133.7588700478459,137.89788601611292,53.6162604281084,0.0
snacks,"MEALTYPE_snacks | protein: beef, new zealand, imported, flat, separable lean and fat, cooked, braised | vegetable: peppers, banana, raw | fat: goya refined lard, 16 oz",60.46108349675934,104.44788732871865,38.605800686983514,11.686275894593791
snacks,"MEALTYPE_snacks | protein: turkey, breast, from whole bird, meat only, with added solution, roasted | carb: pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked | vegetable: peas and carrots, canned, cooked, fat added | fat: flaxseed oil",60.65317160323718,69.88169585314853,42.51288328036622,5.049797158960706
desserts,"MEALTYPE_desserts | carb: pasta, fresh-refrigerated, spinach, cooked | fat: margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",0.0,108.40105318991479,13.5542254243842,11.832060193253996
desserts,"MEALTYPE_desserts | carb: rice, white, cooked, no added fat | fat: shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",0.0,129.2056115873258,23.939087662309465,8.146289125860314
desserts,"MEALTYPE_desserts | carb: rice, brown and wild, cooked, no added fat | fat: safflower oil",0.0,237.08895160680567,24.814308386321763,17.550117472554653
snacks,"MEALTYPE_snacks | protein: pork loin, fresh, backribs, bone-in, raw, lean only | carb: pasta with cream sauce and meat, ready-to-heat | vegetable: cauliflower, green, cooked, with salt",100.38046536643594,106.68014382619265,9.128325694690975,11.324135029937878
desserts,"MEALTYPE_desserts | carb: pasta, whole-wheat, cooked (includes foods for usda's food distribution program); sweet potato, canned, mashed | fat: margarine, nfs",0.0,237.53249302905994,11.52912981951621,22.675069948758324
snacks,"MEALTYPE_snacks | protein: pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw | carb: pasta, cooked",33.68522642571478,97.73431275291786,39.175979345352474,13.855401694949261
desserts,"MEALTYPE_desserts | carb: breadfruit, cooked | fat: margarine, stick",0.0,206.9891440895956,3.3927708924732825,19.109234202755278
dinner,"MEALTYPE_dinner | protein: pork, fresh, loin, whole, separable lean only, cooked, roasted | carb: rice, brown and wild, cooked, fat added | vegetable: cucumber soda, cucumber; peppers, sweet, green, raw",164.72428095680812,87.7917555702162,99.67081240062043,15.454278801344778
snacks,"MEALTYPE_snacks | protein: beef, grass-fed, ground, raw | carb: pasta with cream sauce, seafood, and added vegetables, home recipe; rice, white, cooked, glutinous | vegetable: peppers, serrano, raw | fat: mayonnaise made with avocado oil, avocado oil",51.10816353971687,82.18977733752457,68.65002436998586,4.0450012493965914
breakfast,"MEALTYPE_breakfast | protein: beef with tomato-based sauce | carb: potato, baked, peel eaten, with chili | fat: shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",159.56348813836968,140.59353706270304,19.012669068847785,6.421688920854207
dinner,"MEALTYPE_dinner | protein: pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted | carb: potato, baked, peel eaten, with vegetables | vegetable: cucumber salad made with cucumber and vinegar | fat: all vegetable shortening, butter",190.83843010597786,143.51041083965345,129.46850913591206,18.41180587040617
lunch,"MEALTYPE_lunch | protein: pork, fresh, loin, country-style ribs, separable lean only, cooked, braised | carb: rice, brown, cooked, as ingredient | vegetable: broccoli raab, raw; mushrooms, white, stir-fried",180.74316059762816,219.8240718093471,127.41792912178639,10.303245364706669
snacks,"MEALTYPE_snacks | protein: fish, salmon, pink, raw | vegetable: kale, ns as to form, cooked | fat: pure vegetable shortening",83.56915563720347,59.2369092921794,73.22390082284439,8.969165961303494
snacks,"MEALTYPE_snacks | carb: rice, white, medium-grain, enriched, cooked",48.17811339199034,21.76687809999122,36.262393320013075,10.345402649517972
breakfast,"MEALTYPE_breakfast | protein: tofu in sunrice sauce, tofu | carb: pasta, cooked",145.19631215749155,124.90279643339414,22.76327000894602,0.0
dinner,"MEALTYPE_dinner | protein: turkey, retail parts, breast, meat and skin, cooked, roasted | carb: pasta with cream sauce, ready-to-heat | vegetable: babyfood, carrots, toddler | fat: oil, vegetable, soybean, refined",229.08777773075383,164.72672884561158,213.6172308952358,14.270427118292726
snacks,"MEALTYPE_snacks | protein: chicken wing, baked, coated | vegetable: carrot juice, 100%",43.989740767508025,107.43143652908074,22.659754660009128,9.614893944143846
lunch,"MEALTYPE_lunch | protein: fish, salmon, king, chinook, smoked and canned (alaska native) | carb: pasta with cream sauce, home recipe | vegetable: cucumber salad made with cucumber and vinegar; mushrooms, maitake, raw | fat: premium lard",199.47017489350247,174.44364677706335,210.34215089886123,16.733201599850013
lunch,"MEALTYPE_lunch | protein: pork, fresh, enhanced, loin, tenderloin, separable lean only, raw | carb: cooked quinoa | vegetable: spinach, canned, regular pack, drained solids | fat: oil, soybean, salad or cooking",165.29221265639984,213.74891994629354,162.0371302880178,10.628642407280974
breakfast,"MEALTYPE_breakfast | protein: fish, salmon, sockeye, raw | carb: rice, white, glutinous, unenriched, cooked | vegetable: asparagus pickled, asparagus | fat: oil, flaxseed, cold pressed",76.55304339183824,114.61414108941148,41.28702410056899,3.9370657840790155
breakfast,"MEALTYPE_breakfast | protein: pork, fresh, loin, whole, separable lean and fat, cooked, braised | carb: rice, brown, long-grain, cooked (includes foods for usda's food distribution program) | fat: oil, industrial, canola (partially hydrogenated) oil for deep fat frying",76.05284508265362,143.78276707318963,16.56164332198496,6.1520700478388495
desserts,"MEALTYPE_desserts | carb: potato, baked, nfs | fat: butter, clarified butter (ghee)",0.0,80.26571322796809,4.482814839947902,25.255291274817562
breakfast,"MEALTYPE_breakfast | protein: fish, sucker, white, cooked, dry heat | carb: rice, white, cooked with fat, puerto rican style | vegetable: carrots, frozen, cooked, no added fat | fat: refined lard",148.05811375265841,160.94444474579478,20.827883473220005,6.901232322343194
lunch,"MEALTYPE_lunch | protein: turkey, all classes, breast, meat and skin, raw | carb: potato, baked, peel eaten, with sour cream | vegetable: asparagus",168.3258357658813,111.95540256487888,132.91771872877865,17.09500002865896
dinner,"MEALTYPE_dinner | protein: chicken breast, grilled with sauce, skin eaten | carb: potato, baked, nfs | vegetable: cucumber melon kombucha, cucumber melon | fat: soybean oil",125.68488240065783,102.11285946216492,245.3881748355229,6.129636945495728
breakfast,"MEALTYPE_breakfast | protein: three grain tempeh, three grain | carb: rice, sweet, cooked with honey | vegetable: babyfood, dinner, spaghetti and tomato and meat, toddler | fat: shortening, industrial, soy (partially hydrogenated ) for baking and confections",126.92120504306769,130.82344593193514,67.95482664718233,3.8662225398253725
snacks,MEALTYPE_snacks | fat: armour lard 4lb pail,44.646913749446185,97.2937388135284,68.43932334324685,6.5426348375415735
snacks,"MEALTYPE_snacks | carb: noodles, cooked; potato, baked, peel not eaten, with vegetables | vegetable: cucumber salad | fat: corn oil",103.18434112381016,51.83991178284596,63.93708177931928,10.007339188626425
lunch,"MEALTYPE_lunch | protein: fish, tuna, nfs | carb: yellow rice, cooked, fat added | vegetable: mushrooms, maitake, raw; rainbow bell peppers | fat: corn oil",102.98347700996975,128.50701175700533,83.04546365079786,7.151340848563075
snacks,"MEALTYPE_snacks | protein: pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised | carb: rice, white, steamed, chinese restaurant; sweet potato, canned, vacuum pack",83.44474932256028,32.602634174662654,11.49749291644273,10.930954269297015
desserts,"MEALTYPE_desserts | carb: rice, white, long-grain, regular, unenriched, cooked without salt | fat: vegetable shortening",0.0,80.64121675733432,0.6631920759022769,27.861691638610132
dinner,"MEALTYPE_dinner | protein: beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked | carb: sweet potato, baked, ns as to fat | vegetable: broccoli, fresh, cooked, fat added, ns as to fat type | fat: all purpose vegetable shortening",225.64563601532308,165.79206609782005,191.9225653749362,9.824620681012268
snacks,"MEALTYPE_snacks | carb: potato, baked, peel eaten, with sour cream",89.72589419943168,103.62451768426013,1.4528435131491246,9.957137746857274
breakfast,"MEALTYPE_breakfast | protein: fish, salmon, king, with skin, kippered, (alaska native) | carb: pasta, whole grain, with cream sauce and seafood, home recipe | vegetable: cucumber infused vinegar, cucumber",125.35408400896114,107.53998000710988,54.20966108798353,0.0
lunch,"MEALTYPE_lunch | protein: beef, new zealand, imported, striploin, separable lean and fat, raw | carb: sweet potato, canned, no added fat | vegetable: carrots, canned, cooked, no added fat; tomatoes as ingredient in omelet | fat: margarine, margarine-like vegetable oil spread, 67-70% fat, tub",141.9272387900805,152.0416272639743,81.99518047059412,15.34837123203492
lunch,"MEALTYPE_lunch | protein: beef, new zealand, imported, flank, separable lean only, raw | carb: pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked | vegetable: asparagus, canned, no salt added, solids and liquids",188.96564216753973,135.3010136056779,189.21305571347526,6.9418640327859595
lunch,"MEALTYPE_lunch | protein: chicken or turkey with mushroom sauce | carb: rice, brown and wild, cooked, fat added | vegetable: mushrooms, brown, italian, or crimini, raw",185.8982860557714,207.76158417987037,113.94358520372822,11.107411546272763
desserts,"MEALTYPE_desserts | carb: pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe; sweet potato, cooked, baked in skin, flesh, without salt | fat: mayonnaise made with avocado oil, avocado oil",0.0,198.6746256831576,29.245439066111814,23.6592026005217
desserts,"MEALTYPE_desserts | carb: pasta, whole-wheat, cooked (includes foods for usda's food distribution program); rice, white, cooked with fat, puerto rican style | fat: all vegetable shortening, butter",0.0,207.69558973093328,3.9944990864291796,12.087947341628585
dinner,"MEALTYPE_dinner | protein: pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried | carb: noodles, cooked | vegetable: rainbow kale organic a blend of green, red & lacinato kale, rainbow kale | fat: margarine, margarine-like vegetable oil spread, 67-70% fat, tub",206.31750404289883,222.01137415808694,151.0333798670148,10.467854840395324
lunch,"MEALTYPE_lunch | protein: turkey, retail parts, breast, meat and skin, cooked, roasted | carb: sweet potato, frozen, cooked, baked, with salt | vegetable: peppers, jalapeno, raw; tomatoes, green, raw",193.53813695664948,145.46963592772352,111.47874892010101,9.90367777747905
snacks,"MEALTYPE_snacks | carb: pasta with cream sauce and meat, home recipe",91.61058660543095,53.94777542089027,76.3918713484646,6.435967453586074
